id,category,productName,description
405,routers wifi extenders modems,tplink archer axe7800 triband wifi 6e multigig router 25 gbps port,new congestionfree 6 ghz band provides highspeed connections 25 gbps wanlan ethernet port for highspeed internet plans true triband speeds up to 78 gbps 7800 mbps with wifi 6e 80211ax enjoy fluent 8k streaming immersive arvr gaming and blazingfast downloads compatible with all wifienabled devices and works with all internet service providers
406,routers wifi extenders modems,tplink deco be16000 quadband mesh wifi 7 system,new wifi 7 mesh including 6ghz band for the latest devices incredible speeds up to 16 gbps 16000 mbps three wifi 7 routers cover up to 9600 sq ft with seamless coverage quadband speed for more devices compatible 
407,routers wifi extenders modems,netgear orbi ax5400 wifi 6 mesh system,7500 sq ft of highperformance wifi with speed up to 54gbps secure connections to 40 devices throughout your home bulit with wifi 6 designed to handle 4x more devices at once one year of netgear armor advanced cyber security included works with any cable modem and internet service provider
408,routers wifi extenders modems,tplink deco x60 wifi 6 ax3000 wholehome mesh wifi system 3pack,reach incredible speeds up to 3 gbps 3000 mbps with wifi 6 80211ax three wifi 6 routers cover up to 7000 sq ft with seamless wifi coverage ofdma and mumimo lets you connect up to 150 devices while simultaneously reducing lag parent controls compatible with all wifienabled devices and works with all internet service providers
409,routers wifi extenders modems,tplink archer be19000 triband wifi 7 router be805,includes latest 6ghz wifi band nextgen wifi 7 perfect for 4k8k streaming lagfree online gaming and high quality video chats 12stream triband wifi up to 19 gbps total covers up to 3600 sq ft 10g gigabit connectivity
410,smart home safety,ring battery doorbell plus and indoor cam gen 2 with included manual privacy cover,hd video plugin compact indoor cam live view twoway talk doorbell includes a rechargeable battery pack cam features manual privacy cover and siren
411,smart home safety,ring stick up cam battery 3rd gen mounts 3 pack,indoor outdoor plugin security cameras 1080p hd video and twoway talk realtime motion alerts in the ring app includes 3 adjustable mounts easy install on flat surfaces walls or ceilings
412,smart home safety,google nest learning thermostat with nest temperature sensor,"highres display with black or stainless steel metal ring, change the temperature from anywhere with the nest app added temperature sensor customizes temperature of a certain room learns the temperature you like and creates a schedule for you"
413,smart home safety,arlo ultra 2 spotlight camera wire free security system 4 pack with total security mount,includes 4 ultra v2 spotlight cameras 4 batteries 3 outdoor wall mounts 1 total security mount and 1 smarthub 4k video with hd allows you to zoom in to see sharp details integrated spotlight color night vision 180 viewing angle twoway audio siren
414,smart home safety,ring security floodlight cam wired pro with stick up cam battery 3rd gen,hardwired outdoor security camera 1080p hdr video twoway talk with audio advanced 3d motion detection and 110db siren batterypowered indooroutdoor security camera get realtime motion alerts in the ring app
415,smart home safety,ring alarm 8piece home security kit gen 2 with included panic button motion detector and contact sensors,easy installation no tools required secure doors windows with 3 contact sensors detect motion in 1 room with the motion detector sound the alarm with the included panic button 24hour backup battery
416,smart home safety,arlo pro 3 floodlight camera with solar panel,100 wirefree floodlight camera brightly illuminate your property with 20003000 lumens 2k video with hdr 160 diagonal viewing angle twoway audio smart siren color night vision power with included rechargeable battery and solar panel
417,smart home safety,blink whole home security camera system bundle,easy setup no wiring required up to twoyears of battery batteries included 360 coverage with mini pantilt camera monitor your home anywhere from the blink app
418,smart home safety,ecobee smart thermostat premium plus pack includes 2x smartsensor,save up to 26 on heating and cooling 2x ecobee smartsensor included air quality monitor easy installation
419,smart home safety,feit electric wifi smart dimmer 3pack,control lights with mobile app alexa or google assistant works as a smart dimmer or a standard dimmer without wifi can be used to replace single pole or 3way switches use two dimmers on the same circuit
420,smart home safety,feit electric led 1080p hd smart flood security light,no subscription fee required ever always records in 1080p hd video record screen capture and receive instant notifications to your smart device 3000 lumens extra bright adjustable flood light customizable 270 motion detection zone
421,smart home safety,ring security alarm 14piece kit gen 2 with stick up cam smokeco listener and range extender,easy installation no tools required secure doors windows with 8 contact sensors detect motion in 1 room with the motion detector 24hour backup battery
422,smart home safety,atomi smart wifi wall light sconce 2pack,colorchanging hue with endless color options white tunable light in cool and warm tones 1200lumen brightness with dimming capability led bulb lasts 50000 hours durable casing with brushed aluminum finish
423,smart home safety,ring doorwindow alarm sensors 4pack,ring alarm base station required sold separately hear chirps indoors when doors windows open when armed activates ring alarms siren easy installation with no tools required mounts to door window frames
424,smart home safety,yale assure lock sl touchscreen wifi smart lock with matching lever,secure entry code easy to install battery powered works w yale access app smart phone compatible
425,smart home safety,feit electric wifi smart bulbs 4pack,800 lumens 60 watts replacement voice controlled with alexa and google assistant color changing and tunable white set schedules and timers dimmable via app or voice control only do not use with dimmer switches
426,smart home safety,ring floodlight cam wired plus with chime pro 20 2nd gen,hardwired outdoor security camera with 1080p hd video color night vision twoway talk and 105db siren motionactivated notifications includes ring chime pro to hear alerts inside your home ring chime pro extends wifi coverage for ring devices
427,smart home safety,ring stick up cam wired 3rd gen mounts 3 pack,indoor outdoor plugin security cameras 1080p hd video and twoway talk realtime motion alerts in the ring app includes 3 adjustable mounts easy install on flat surfaces walls or ceilings
428,smart home safety,swann 4k uhd 16channel 16poe cameras 2tb nvr wired security system,4k ultra hd color night vision nvr security camera system upto 8mp with 4k output poe home security camera system offers 4x greater clarity than 1080p color night vision up to 32ft with led lights and bw up to 130ft in total darkness plug play poe system a simple wired poe connection provides easy setup on each 4k security camera swann security app allows you to access all your cameras remotely wherever you are playback perform live views on your smart device on ios or android continuous 247 recording enabled with a preinstalled 2tb hdd users are provided an option of 247 continuous recording or swann true detect heat motiontriggered event only recordings get up to 365 days of stored video fewer false alarms with true home detect security cameras
429,smart home safety,ring alarm motion detector 2pack,ring alarm base station required sold separately when armed activates ring alarms siren advanced motion sensitivity prevents false alarms easy installation with no tools required mounts to room corners or flat walls
430,smart home safety,tapo mini smart wifi plug 4 pack matter certified,4 pack compact design 15a1800w max works with apple home alexa google home ul certified 24g wifi only white
431,smart home safety,arlo essential wired video doorbell,hd video with night vision wired for continuous charging head to toe view with 11 aspect ratio motion detection and alerts 2way audio
432,smart home safety,arlo solar panel charger 2pack,keeps battery charged with direct sunlight weather resistant includes 8foot magnetic power cable and adjustable mount compatible with arlo ultra ultra 2 pro 3 pro 4 pro 5s 2k pro 3 floodlight and go 2 cameras
433,smart home safety,feit electric smart video doorbell with wifi camera,look in on your home or office from anywhere in the world integrated ir sensor provides visibility even in the dark automatically records with motion or bell ringing builtin twoway microphone and speaker powered from existing doorbell wiring required
434,smart home safety,blink 8 camera security system 6 outdoor 2 mini indoor plugin cameras with yard sign,easy diy system 1080phd day and night view twoway audio custom alerts monitor your home anywhere from the blink app
435,smart home safety,arlo essential wirefree video doorbell with chime 2 bundle,hd video with night vision motion detection and alerts rechargeable battery connects direct to wifi customize chime melodies
436,smart home safety,philips hue dimmer switch with remote 2 pack,get instant control over your philips hue smart lights requires a hue bridge sold separately smooth dimming customize with light scenes wireless installation in minutes battery powered
437,smart home safety,adt 13piece smart home security system with google nest products pro installation included,no selfsetup required adt delivers expertly installs and sets up your system for you 24 month monitoring contract required costco members enjoy a reduced monthly charge of 4999 details below termination fees apply system includes 1 adt command panel 6 entry sensors and 2 motion sensors google nest products include 2 outdoor nest cameras 1 nest doorbell 1 nest mini smart speaker only 1 set can be installed per household
438,smart home safety,simplisafe home security kit 10piece,simple to set up smart home compatible builtin cellular connection and backup 24 hour battery complete control of your system with the simplisafe app 247 monitoring by professional agents available with no contracts starting at 66 per day
439,smart home safety,swann home 8 camera 8 channel 1080p full hd dvr audiovideo security system swdvk846808mqbwf,swannforce red and blue flashing warning lights patent pending and spotlights true detect heat and motion detection that triggers recording and push notifications night2day lets you see amazing color video at any hour enjoy local recording onto the massive 1tb hard drive microphones to stream and record audio
440,smart home safety,simplisafe home security kit 13piece,simple to set up complete control with simplisafe app smart home compatible builtin cellular connection 247 monitoring with no contracts
441,smart home safety,swann 4k uhd 8channel 8poe cameras 1tb nvr wired security system,4k uhd color night vision nvr security cam system color night vision up to 32ft with led lights easy diy plug play poe setup continuous 247 recording enabled get up to 180 days of fee free 1tb local storage
